Genero,Edad,estrato,price_plan,nombre_zone,motivo_rechazo_solicitud,mes,dia,venta,grupo_edad,tipo_plan,plan_MB
M,54,2,63749.0,N,No Aplica,4,24,1,50-59,Internet-voz,100
H,60,2,61965.0,N,No Aplica,9,17,1,60-69,Internet-voz,250
M,42,2,61965.0,C,No Aplica,8,21,1,40-49,Internet-voz,250
H,27,3,74399.0,S,No Aplica,11,13,1,18-29,Internet-voz,300
H,55,4,79049.0,N,No Aplica,4,13,1,50-59,Internet-voz,300
M,60,3,61965.0,N,Doble Solicitud,9,2,0,60-69,Internet-voz,250
H,45,1,61965.0,O,No Aplica,7,6,1,40-49,Internet-voz,250
M,22,2,79049.0,S,No Aplica,3,15,1,18-29,Internet-voz,300
M,39,6,79049.0,C,No Aplica,2,28,1,30-39,Internet-voz,300
H,36,3,59999.0,O,Otro,11,23,0,30-39,Internet-voz,100
H,44,2,62250.0,S,No Aplica,3,24,1,40-49,Internet,200
H,24,6,63749.0,S,No Aplica,6,27,1,18-29,Internet-voz,100
H,43,3,61965.0,O,No Aplica,12,11,1,40-49,Internet-voz,250
H,53,3,63749.0,N,Otro,2,8,0,50-59,Internet-voz,100
M,19,2,63749.0,S,Doble Solicitud,4,18,0,18-29,Internet-voz,100
H,24,1,61965.0,O,No Aplica,9,12,1,18-29,Internet-voz,250
H,56,4,72165.0,S,Financiero,7,25,0,50-59,Internet,250
H,56,2,70549.0,O,No Aplica,6,11,1,50-59,Internet-voz,200
H,55,1,68850.0,O,No Aplica,10,26,1,50-59,Internet-voz,350
H,60,5,69749.0,S,Errores en la Solicitud,2,12,0,60-69,Internet,300
H,36,2,70549.0,C,No Aplica,1,24,1,30-39,Internet-voz,200
H,33,3,68850.0,S,No Aplica,9,30,1,30-39,Internet-voz,350
H,43,4,63749.0,S,No Aplica,4,6,1,40-49,Internet-voz,100
M,39,3,70549.0,S,No Aplica,3,19,1,30-39,Internet-voz,200
H,38,1,56249.0,C,No Aplica,10,5,1,30-39,Internet,100
H,41,2,55120.0,N,No Aplica,10,3,1,40-49,Internet,250
H,61,2,70549.0,C,Tiempos y Procesos,3,26,0,60-69,Internet-voz,200
M,28,4,77520.0,S,No Aplica,1,17,1,18-29,Internet,350
H,35,4,76415.0,N,No Aplica,8,21,1,30-39,Internet-voz,250
H,44,2,61965.0,N,No Aplica,11,19,1,40-49,Internet-voz,250
H,22,2,66399.0,O,Financiero,8,16,0,18-29,Internet-voz,200
H,39,2,66399.0,C,No Aplica,11,26,1,30-39,Internet-voz,200
M,47,3,68850.0,S,Doble Solicitud,11,22,0,40-49,Internet-voz,350
M,40,3,70549.0,O,No Aplica,3,9,1,40-49,Internet-voz,200
M,43,2,61965.0,N,No Aplica,8,29,1,40-49,Internet-voz,250
M,40,2,63749.0,O,No Aplica,3,17,1,40-49,Internet-voz,100
H,39,2,69749.0,O,Errores en la Solicitud,6,20,0,30-39,Internet,300
H,51,3,74399.0,O,No Aplica,6,21,1,50-59,Internet-voz,300
H,27,1,63749.0,O,No Aplica,5,21,1,18-29,Internet-voz,100
H,50,3,79049.0,S,No Aplica,3,19,1,50-59,Internet-voz,300
H,32,2,79049.0,N,No Aplica,6,4,1,30-39,Internet-voz,300
H,59,1,61965.0,C,No Aplica,8,2,1,50-59,Internet-voz,250
M,28,3,63749.0,N,Doble Solicitud,4,17,0,18-29,Internet-voz,100
H,35,2,66399.0,O,No Aplica,1,6,1,30-39,Internet-voz,200
H,40,1,70549.0,O,No Aplica,6,12,1,40-49,Internet-voz,200
M,22,1,62250.0,C,No Aplica,12,28,1,18-29,Internet,200
H,51,3,62800.0,O,No Aplica,7,22,1,50-59,Internet,350
H,60,2,63749.0,O,No Aplica,1,22,1,60-69,Internet-voz,100
H,31,2,61965.0,C,No Aplica,12,23,1,30-39,Internet-voz,250
H,60,3,62250.0,C,No Aplica,3,21,1,60-69,Internet,200
M,51,1,63749.0,O,No Aplica,4,7,1,50-59,Internet-voz,100
H,53,2,68850.0,N,No Aplica,11,28,1,50-59,Internet-voz,350
M,37,3,55120.0,S,Financiero,9,25,0,30-39,Internet,250
M,43,2,61965.0,S,Falta de Interés,7,9,0,40-49,Internet-voz,250
M,46,3,61965.0,N,Doble Solicitud,12,24,0,40-49,Internet-voz,250
H,58,3,61965.0,C,No Aplica,10,29,1,50-59,Internet-voz,250
H,21,3,61965.0,S,No Aplica,11,27,1,18-29,Internet-voz,250
M,33,3,56249.0,S,No Aplica,7,17,1,30-39,Internet,100
M,57,2,61965.0,N,No Aplica,12,11,1,50-59,Internet-voz,250
H,21,2,63749.0,C,Doble Solicitud,2,23,0,18-29,Internet-voz,100
H,45,2,61965.0,N,No Aplica,9,14,1,40-49,Internet-voz,250
M,47,2,63749.0,C,No Aplica,5,3,1,40-49,Internet-voz,100
H,25,4,74399.0,C,No Aplica,3,7,1,18-29,Internet,300
H,36,3,74399.0,S,Errores en la Solicitud,6,7,0,30-39,Internet-voz,300
H,63,1,68000.0,O,Financiero,3,11,0,60-69,Internet,80
M,52,2,61965.0,N,Financiero,10,19,0,50-59,Internet-voz,250
H,63,3,69749.0,C,No Aplica,11,20,1,60-69,Internet,300
H,44,2,63749.0,O,No Aplica,4,30,1,40-49,Internet-voz,100
H,28,2,68850.0,N,No Aplica,12,9,1,18-29,Internet-voz,350
M,36,1,63749.0,O,No Aplica,6,20,1,30-39,Internet-voz,100
M,65,3,79049.0,S,Errores en la Solicitud,4,12,0,60-69,Internet-voz,300
H,50,2,70549.0,C,No Aplica,6,12,1,50-59,Internet-voz,200
H,54,2,61965.0,N,No Aplica,9,25,1,50-59,Internet-voz,250
H,38,3,70549.0,N,No Aplica,6,13,1,30-39,Internet-voz,200
H,41,1,63749.0,O,Otro,1,26,0,40-49,Internet-voz,100
H,59,2,68850.0,N,Otro,9,6,0,50-59,Internet-voz,350
H,42,2,61965.0,S,No Aplica,9,28,1,40-49,Internet-voz,250
H,66,1,61965.0,O,No Aplica,8,22,1,60-69,Internet-voz,250
H,33,1,79049.0,S,No Aplica,3,11,1,30-39,Internet-voz,300
H,28,1,61965.0,N,No Aplica,9,6,1,18-29,Internet-voz,250
H,19,4,67920.0,S,No Aplica,10,2,1,18-29,Internet,250
H,27,2,55120.0,O,No Aplica,12,4,1,18-29,Internet,250
H,33,6,79049.0,O,Otro,1,12,0,30-39,Internet-voz,300
H,46,2,64800.0,S,No Aplica,9,27,1,40-49,Internet-voz,350
M,22,3,61965.0,N,No Aplica,10,9,1,18-29,Internet-voz,250
M,27,6,67920.0,C,No Aplica,9,23,1,18-29,Internet,250
H,44,3,70549.0,O,No Aplica,2,7,1,40-49,Internet-voz,200
H,31,1,63749.0,O,Errores en la Solicitud,3,27,0,30-39,Internet-voz,100
M,20,2,61965.0,C,No Aplica,8,8,1,18-29,Internet-voz,250
M,29,4,79049.0,N,Errores en la Solicitud,3,1,0,18-29,Internet-voz,300
H,38,2,61965.0,C,No Aplica,12,11,1,30-39,Internet-voz,250
H,44,1,61965.0,S,No Aplica,9,17,1,40-49,Internet-voz,250
H,49,2,79049.0,N,No Aplica,5,14,1,40-49,Internet-voz,300
M,41,1,79049.0,O,No Aplica,3,11,1,40-49,Internet-voz,300
H,38,3,61965.0,C,No Aplica,10,23,1,30-39,Internet-voz,250
H,27,3,56249.0,N,Falta de Interés,2,22,0,18-29,Internet,100
H,27,2,59999.0,O,Financiero,8,2,0,18-29,Internet-voz,100
M,30,1,61965.0,S,No Aplica,10,31,1,30-39,Internet-voz,250
H,44,3,66400.0,S,No Aplica,5,17,1,40-49,Internet,200
H,48,4,76415.0,C,No Aplica,11,19,1,40-49,Internet-voz,250
M,64,4,76415.0,N,Tiempos y Procesos,10,8,0,60-69,Internet-voz,250
H,30,2,66725.0,N,No Aplica,7,26,1,30-39,Internet,350
H,18,3,56249.0,S,No Aplica,1,23,1,18-29,Internet,100
M,25,6,79920.0,C,No Aplica,10,17,1,18-29,Internet-voz,350
M,58,1,61965.0,O,No Aplica,10,15,1,50-59,Internet-voz,250
H,21,2,63749.0,O,No Aplica,4,17,1,18-29,Internet-voz,100
H,35,2,79049.0,S,No Aplica,3,11,1,30-39,Internet-voz,300
H,19,3,69999.0,N,Otro,1,4,0,18-29,Internet-voz,80
M,37,3,61965.0,N,Doble Solicitud,10,9,0,30-39,Internet-voz,250
H,63,3,55120.0,C,Financiero,9,24,0,60-69,Internet,250
H,37,3,56249.0,C,No Aplica,1,16,1,30-39,Internet,100
H,39,2,70549.0,O,No Aplica,3,30,1,30-39,Internet-voz,200
M,22,1,61965.0,O,No Aplica,9,13,1,18-29,Internet-voz,250
H,35,3,68850.0,N,No Aplica,12,19,1,30-39,Internet-voz,350
H,42,2,62250.0,C,Falta de Interés,3,13,0,40-49,Internet,200
H,45,2,55120.0,N,Errores en la Solicitud,12,9,0,40-49,Internet,250
H,23,1,63749.0,O,No Aplica,4,15,1,18-29,Internet-voz,100
H,56,4,74399.0,S,No Aplica,8,30,1,50-59,Internet-voz,300
H,59,3,70549.0,S,No Aplica,6,6,1,50-59,Internet-voz,200
H,18,6,70549.0,C,Tiempos y Procesos,5,23,0,18-29,Internet-voz,200
M,28,4,67920.0,S,No Aplica,9,14,1,18-29,Internet,250
M,38,1,63749.0,O,No Aplica,4,13,1,30-39,Internet-voz,100
H,47,2,61965.0,S,No Aplica,7,15,1,40-49,Internet-voz,250
H,50,1,63749.0,O,No Aplica,6,12,1,50-59,Internet-voz,100
H,56,2,70549.0,N,No Aplica,6,4,1,50-59,Internet-voz,200
H,44,2,70549.0,O,No Aplica,3,4,1,40-49,Internet-voz,200
H,50,6,79049.0,C,No Aplica,2,6,1,50-59,Internet-voz,300
H,36,2,61965.0,C,No Aplica,7,4,1,30-39,Internet-voz,250
H,28,4,72165.0,S,No Aplica,9,2,1,18-29,Internet,250
H,40,5,76415.0,S,No Aplica,8,13,1,40-49,Internet-voz,250
H,66,2,63749.0,C,No Aplica,3,7,1,60-69,Internet-voz,100
H,41,4,77520.0,S,No Aplica,9,3,1,40-49,Internet,350
M,52,1,55120.0,O,No Aplica,9,26,1,50-59,Internet,250
M,33,1,55120.0,O,No Aplica,7,23,1,30-39,Internet,250
H,48,3,62800.0,C,No Aplica,7,15,1,40-49,Internet,350
H,22,2,62800.0,C,No Aplica,1,11,1,18-29,Internet,350
H,37,3,66399.0,C,Otro,2,22,0,30-39,Internet-voz,200
M,32,4,63749.0,S,No Aplica,4,11,1,30-39,Internet-voz,100
H,60,3,68850.0,C,No Aplica,9,27,1,60-69,Internet-voz,350
H,58,4,76415.0,S,No Aplica,10,25,1,50-59,Internet-voz,250
H,34,2,61965.0,N,No Aplica,9,30,1,30-39,Internet-voz,250
H,46,2,63749.0,O,Financiero,3,4,0,40-49,Internet-voz,100
H,40,3,74399.0,N,No Aplica,4,25,1,40-49,Internet-voz,300
H,43,2,61965.0,S,Doble Solicitud,11,2,0,40-49,Internet-voz,250
H,46,3,62250.0,N,No Aplica,2,27,1,40-49,Internet,200
M,41,2,61965.0,N,No Aplica,11,12,1,40-49,Internet-voz,250
H,25,2,70549.0,S,No Aplica,5,25,1,18-29,Internet-voz,200
M,53,4,74399.0,S,Falta de Interés,11,27,0,50-59,Internet-voz,300
M,34,4,55120.0,C,No Aplica,11,7,1,30-39,Internet,250
H,25,3,59999.0,N,Errores en la Solicitud,9,3,0,18-29,Internet-voz,100
H,27,3,70549.0,N,No Aplica,6,15,1,18-29,Internet-voz,200
H,62,3,63749.0,N,Errores en la Solicitud,2,20,0,60-69,Internet-voz,100
M,57,1,61965.0,O,No Aplica,12,3,1,50-59,Internet-voz,250
M,21,4,62250.0,S,Falta de Interés,5,6,0,18-29,Internet,200
M,37,4,56249.0,S,Errores en la Solicitud,9,25,0,30-39,Internet,100
H,38,1,56249.0,O,Errores en la Solicitud,12,9,0,30-39,Internet,100
H,53,2,63749.0,S,No Aplica,4,27,1,50-59,Internet-voz,100
H,22,1,63749.0,O,Tiempos y Procesos,6,15,0,18-29,Internet-voz,100
H,26,3,62800.0,S,Financiero,2,25,0,18-29,Internet,350
M,55,2,68850.0,S,Tiempos y Procesos,8,27,0,50-59,Internet-voz,350
M,57,1,63749.0,O,Financiero,4,22,0,50-59,Internet-voz,100
H,40,1,61965.0,O,Errores en la Solicitud,10,26,0,40-49,Internet-voz,250
H,53,3,69749.0,C,Errores en la Solicitud,2,22,0,50-59,Internet,300
H,46,2,68850.0,C,No Aplica,7,13,1,40-49,Internet-voz,350
H,22,2,69749.0,N,No Aplica,3,12,1,18-29,Internet,300
M,24,1,61965.0,O,No Aplica,10,3,1,18-29,Internet-voz,250
M,27,2,70549.0,C,No Aplica,4,13,1,18-29,Internet-voz,200
H,49,2,55120.0,O,No Aplica,8,30,1,40-49,Internet,250
H,52,1,61965.0,N,Financiero,7,17,0,50-59,Internet-voz,250
M,46,3,63749.0,N,Tiempos y Procesos,6,17,0,40-49,Internet-voz,100
H,38,2,68850.0,N,No Aplica,11,8,1,30-39,Internet-voz,350
H,52,1,63749.0,O,Tiempos y Procesos,2,6,0,50-59,Internet-voz,100
H,38,2,68850.0,S,Doble Solicitud,8,31,0,30-39,Internet-voz,350
H,51,6,70549.0,C,No Aplica,4,23,1,50-59,Internet-voz,200
H,18,6,79049.0,S,Otro,1,10,0,18-29,Internet-voz,300
M,33,3,63749.0,C,Financiero,2,7,0,30-39,Internet-voz,100
H,29,6,67920.0,C,Falta de Interés,7,31,0,18-29,Internet,250
H,62,1,61965.0,O,No Aplica,8,26,1,60-69,Internet-voz,250
H,57,3,69749.0,O,No Aplica,7,27,1,50-59,Internet,300
H,24,1,61965.0,O,Tiempos y Procesos,11,28,0,18-29,Internet-voz,250
H,36,2,56249.0,O,No Aplica,4,27,1,30-39,Internet,100
H,30,3,63749.0,S,No Aplica,5,3,1,30-39,Internet-voz,100
H,46,1,63749.0,O,Doble Solicitud,4,18,0,40-49,Internet-voz,100
H,49,2,64800.0,S,Errores en la Solicitud,7,8,0,40-49,Internet-voz,350
H,32,3,62800.0,O,Errores en la Solicitud,12,17,0,30-39,Internet,350
M,50,4,69749.0,N,No Aplica,1,22,1,50-59,Internet,300
H,60,2,79049.0,N,No Aplica,5,28,1,60-69,Internet-voz,300
H,43,4,79049.0,S,No Aplica,4,11,1,40-49,Internet-voz,300
H,62,3,74399.0,S,No Aplica,5,20,1,60-69,Internet-voz,300
H,40,3,62800.0,N,Financiero,2,24,0,40-49,Internet,350
H,61,3,56249.0,C,Otro,9,27,0,60-69,Internet,100
H,49,1,63749.0,O,No Aplica,5,15,1,40-49,Internet-voz,100
H,58,1,63749.0,O,Financiero,5,6,0,50-59,Internet-voz,100
M,55,1,70549.0,S,Financiero,2,13,0,50-59,Internet-voz,200
H,50,3,63749.0,N,Financiero,5,6,0,50-59,Internet-voz,100
H,38,3,79049.0,S,No Aplica,5,28,1,30-39,Internet-voz,300
H,50,3,61965.0,N,No Aplica,9,28,1,50-59,Internet-voz,250
H,37,2,63749.0,O,No Aplica,3,26,1,30-39,Internet-voz,100
H,38,3,55120.0,N,No Aplica,2,18,1,30-39,Internet,250
H,50,3,70549.0,C,Tiempos y Procesos,3,18,0,50-59,Internet-voz,200
H,31,4,74399.0,S,No Aplica,3,3,1,30-39,Internet-voz,300
H,46,2,63749.0,N,No Aplica,5,31,1,40-49,Internet-voz,100
H,44,2,70549.0,O,No Aplica,2,6,1,40-49,Internet-voz,200
H,33,3,70549.0,C,Otro,1,26,0,30-39,Internet-voz,200
H,66,3,55120.0,S,Errores en la Solicitud,10,2,0,60-69,Internet,250
H,29,2,70549.0,S,No Aplica,5,4,1,18-29,Internet-voz,200
H,46,4,63749.0,N,No Aplica,4,25,1,40-49,Internet-voz,100
H,29,3,59999.0,S,No Aplica,11,15,1,18-29,Internet-voz,100
H,51,4,69749.0,N,Falta de Interés,9,14,0,50-59,Internet,300
H,62,4,59999.0,N,No Aplica,6,13,1,60-69,Internet,100
M,54,3,63749.0,N,Tiempos y Procesos,3,28,0,50-59,Internet-voz,100
H,30,5,62800.0,S,Falta de Interés,10,3,0,30-39,Internet,350
M,39,3,74399.0,N,Otro,2,13,0,30-39,Internet-voz,300
H,58,5,74399.0,N,Errores en la Solicitud,2,28,0,50-59,Internet-voz,300
H,43,2,68850.0,O,No Aplica,8,18,1,40-49,Internet-voz,350
H,34,3,79049.0,C,No Aplica,5,11,1,30-39,Internet-voz,300
H,62,1,63749.0,O,No Aplica,4,10,1,60-69,Internet-voz,100
M,30,3,74999.0,N,Otro,7,1,0,30-39,Internet-voz,100
H,65,3,62800.0,N,No Aplica,2,25,1,60-69,Internet,350
H,65,1,63749.0,O,No Aplica,3,30,1,60-69,Internet-voz,100
H,40,3,66725.0,C,No Aplica,12,12,1,40-49,Internet,350
M,59,2,63749.0,O,No Aplica,3,5,1,50-59,Internet-voz,100
M,49,1,61965.0,O,No Aplica,7,5,1,40-49,Internet-voz,250
H,49,2,62800.0,C,Falta de Interés,8,30,0,40-49,Internet,350
H,26,2,61965.0,N,No Aplica,11,5,1,18-29,Internet-voz,250
H,38,3,63749.0,N,No Aplica,2,5,1,30-39,Internet-voz,100
H,50,2,61965.0,C,No Aplica,11,10,1,50-59,Internet-voz,250
H,33,3,61965.0,S,No Aplica,10,8,1,30-39,Internet-voz,250
M,27,2,61965.0,N,No Aplica,7,26,1,18-29,Internet-voz,250
H,49,4,67920.0,S,Errores en la Solicitud,8,9,0,40-49,Internet,250
H,44,3,63749.0,S,Falta de Interés,4,9,0,40-49,Internet-voz,100
H,22,4,59999.0,S,No Aplica,2,14,1,18-29,Internet,100
H,37,1,63749.0,O,Financiero,2,23,0,30-39,Internet-voz,100
H,65,1,61965.0,O,No Aplica,9,18,1,60-69,Internet-voz,250
M,45,3,69749.0,S,Errores en la Solicitud,5,21,0,40-49,Internet,300
M,51,3,63749.0,N,Errores en la Solicitud,1,23,0,50-59,Internet-voz,100
M,46,1,61965.0,S,No Aplica,7,9,1,40-49,Internet-voz,250
H,55,1,55120.0,O,No Aplica,11,26,1,50-59,Internet,250
M,36,2,58565.0,C,No Aplica,9,30,1,30-39,Internet,250
H,64,4,69749.0,S,Financiero,3,27,0,60-69,Internet,300
M,43,3,63749.0,S,Falta de Interés,1,27,0,40-49,Internet-voz,100
H,50,1,61965.0,S,No Aplica,12,5,1,50-59,Internet-voz,250
M,33,3,69749.0,O,Otro,8,30,0,30-39,Internet,300
H,44,1,63749.0,O,No Aplica,1,19,1,40-49,Internet-voz,100
H,55,4,70549.0,S,No Aplica,5,10,1,50-59,Internet-voz,200
H,22,3,64800.0,C,Financiero,12,23,0,18-29,Internet-voz,350
M,33,3,70549.0,O,No Aplica,2,22,1,30-39,Internet-voz,200
H,32,3,68850.0,N,No Aplica,12,18,1,30-39,Internet-voz,350
H,36,1,61965.0,O,No Aplica,11,28,1,30-39,Internet-voz,250
M,50,2,68850.0,S,No Aplica,12,12,1,50-59,Internet-voz,350
M,32,3,63749.0,N,No Aplica,3,30,1,30-39,Internet-voz,100
M,25,3,79049.0,O,No Aplica,6,12,1,18-29,Internet-voz,300
M,60,2,66725.0,C,No Aplica,10,7,1,60-69,Internet,350
H,42,2,61965.0,C,Errores en la Solicitud,9,26,0,40-49,Internet-voz,250
H,53,2,61965.0,C,No Aplica,10,16,1,50-59,Internet-voz,250
H,47,1,68850.0,O,No Aplica,10,24,1,40-49,Internet-voz,350
M,64,2,70549.0,C,No Aplica,5,3,1,60-69,Internet-voz,200
M,39,2,63749.0,N,No Aplica,5,4,1,30-39,Internet-voz,100
M,26,2,79049.0,S,Doble Solicitud,6,21,0,18-29,Internet-voz,300
M,18,3,55120.0,S,No Aplica,10,21,1,18-29,Internet,250
H,34,1,79049.0,O,Financiero,3,14,0,30-39,Internet-voz,300
H,22,3,68850.0,N,Errores en la Solicitud,11,21,0,18-29,Internet-voz,350
H,32,2,63749.0,O,No Aplica,1,19,1,30-39,Internet-voz,100
H,58,5,70549.0,C,No Aplica,3,4,1,50-59,Internet-voz,200
H,61,3,63749.0,S,No Aplica,4,10,1,60-69,Internet-voz,100
H,48,3,79049.0,C,Tiempos y Procesos,4,10,0,40-49,Internet-voz,300
M,53,1,63749.0,O,No Aplica,2,22,1,50-59,Internet-voz,100
M,20,2,79049.0,C,No Aplica,3,22,1,18-29,Internet-voz,300
H,60,1,68850.0,O,No Aplica,8,18,1,60-69,Internet-voz,350
H,25,5,74399.0,S,No Aplica,6,19,1,18-29,Internet,300
M,50,2,61965.0,C,Doble Solicitud,11,20,0,50-59,Internet-voz,250
H,58,3,63749.0,C,No Aplica,6,17,1,50-59,Internet-voz,100
H,18,2,63749.0,S,No Aplica,5,16,1,18-29,Internet-voz,100
M,41,1,61965.0,O,No Aplica,12,10,1,40-49,Internet-voz,250
H,38,3,79049.0,S,No Aplica,5,28,1,30-39,Internet-voz,300
H,46,2,74399.0,C,No Aplica,11,10,1,40-49,Internet-voz,300
H,32,5,76415.0,N,No Aplica,11,14,1,30-39,Internet-voz,250
M,29,2,56249.0,S,No Aplica,6,25,1,18-29,Internet,100
H,44,3,59999.0,S,No Aplica,3,12,1,40-49,Internet,100
H,31,2,66725.0,N,No Aplica,7,10,1,30-39,Internet,350
H,45,4,67920.0,S,No Aplica,2,6,1,40-49,Internet,250
H,53,1,63749.0,O,Errores en la Solicitud,5,16,0,50-59,Internet-voz,100
H,43,2,59999.0,N,No Aplica,6,20,1,40-49,Internet,100
M,33,2,70549.0,N,No Aplica,3,19,1,30-39,Internet-voz,200
M,50,1,61965.0,O,No Aplica,12,17,1,50-59,Internet-voz,250
M,31,3,79049.0,C,No Aplica,4,15,1,30-39,Internet-voz,300
M,55,2,74399.0,C,No Aplica,6,28,1,50-59,Internet-voz,300
H,49,6,72165.0,S,No Aplica,8,15,1,40-49,Internet,250
H,33,6,70549.0,C,No Aplica,5,14,1,30-39,Internet-voz,200
H,53,4,70549.0,C,No Aplica,6,21,1,50-59,Internet-voz,200
M,21,3,63749.0,N,No Aplica,2,10,1,18-29,Internet-voz,100
H,48,3,68850.0,S,No Aplica,7,24,1,40-49,Internet-voz,350
H,19,2,63749.0,O,Financiero,6,28,0,18-29,Internet-voz,100
H,26,2,63749.0,S,Financiero,2,14,0,18-29,Internet-voz,100
M,64,2,69749.0,N,Errores en la Solicitud,4,30,0,60-69,Internet,300
H,40,2,70549.0,S,Errores en la Solicitud,2,23,0,40-49,Internet-voz,200
H,38,3,68850.0,N,Doble Solicitud,10,4,0,30-39,Internet-voz,350
H,66,2,63749.0,N,Tiempos y Procesos,5,18,0,60-69,Internet-voz,100
H,55,2,61965.0,O,No Aplica,10,29,1,50-59,Internet-voz,250
H,38,5,64800.0,S,No Aplica,1,17,1,30-39,Internet-voz,350
M,51,2,61965.0,O,No Aplica,10,17,1,50-59,Internet-voz,250
M,42,2,61965.0,O,No Aplica,8,6,1,40-49,Internet-voz,250
M,64,2,68850.0,N,No Aplica,8,9,1,60-69,Internet-voz,350
H,18,1,61965.0,O,No Aplica,9,4,1,18-29,Internet-voz,250
H,42,2,61965.0,O,Tiempos y Procesos,12,10,0,40-49,Internet-voz,250
M,38,3,70549.0,N,No Aplica,6,7,1,30-39,Internet-voz,200
M,28,4,79049.0,S,No Aplica,5,8,1,18-29,Internet-voz,300
H,35,2,56249.0,O,Otro,1,5,0,30-39,Internet,100
H,30,2,68850.0,S,Tiempos y Procesos,11,27,0,30-39,Internet-voz,350
H,27,3,55120.0,O,No Aplica,12,10,1,18-29,Internet,250
M,25,5,70549.0,N,No Aplica,4,13,1,18-29,Internet-voz,200
H,24,2,61965.0,S,No Aplica,7,29,1,18-29,Internet-voz,250
H,50,3,79049.0,S,No Aplica,2,16,1,50-59,Internet-voz,300
M,46,5,79049.0,O,No Aplica,1,25,1,40-49,Internet-voz,300
H,42,5,59999.0,C,No Aplica,4,29,1,40-49,Internet,100
H,34,2,61965.0,S,No Aplica,7,27,1,30-39,Internet-voz,250
H,58,1,61965.0,O,No Aplica,8,9,1,50-59,Internet-voz,250
H,38,1,63749.0,O,No Aplica,5,17,1,30-39,Internet-voz,100
H,65,4,62250.0,O,Errores en la Solicitud,7,21,0,60-69,Internet,200
H,35,3,61965.0,N,No Aplica,7,6,1,30-39,Internet-voz,250
M,47,2,70549.0,O,No Aplica,5,9,1,40-49,Internet-voz,200
H,35,1,61965.0,O,No Aplica,8,16,1,30-39,Internet-voz,250
H,27,3,66399.0,C,Falta de Interés,11,30,0,18-29,Internet-voz,200
M,40,1,63749.0,O,No Aplica,5,27,1,40-49,Internet-voz,100
M,58,1,79049.0,O,Errores en la Solicitud,6,13,0,50-59,Internet-voz,300
H,41,4,72165.0,C,No Aplica,7,12,1,40-49,Internet,250
M,21,2,61965.0,S,Financiero,10,6,0,18-29,Internet-voz,250
M,39,2,68850.0,C,No Aplica,9,3,1,30-39,Internet-voz,350
M,21,1,63749.0,O,Tiempos y Procesos,2,8,0,18-29,Internet-voz,100
H,57,1,63749.0,O,Financiero,3,17,0,50-59,Internet-voz,100
M,54,3,79049.0,N,No Aplica,5,19,1,50-59,Internet-voz,300
M,45,2,70549.0,C,Financiero,4,20,0,40-49,Internet-voz,200
H,33,2,64800.0,C,No Aplica,10,18,1,30-39,Internet-voz,350
M,31,1,61965.0,O,No Aplica,12,16,1,30-39,Internet-voz,250
H,22,2,69749.0,N,No Aplica,5,15,1,18-29,Internet,300
M,59,1,74399.0,N,Otro,1,24,0,50-59,Internet-voz,300
H,53,3,66399.0,C,No Aplica,2,16,1,50-59,Internet-voz,200
H,60,1,61965.0,O,No Aplica,12,20,1,60-69,Internet-voz,250
H,20,2,79049.0,C,No Aplica,3,1,1,18-29,Internet-voz,300
H,46,3,58320.0,C,Errores en la Solicitud,11,15,0,40-49,Internet-voz,250
M,21,2,63749.0,N,No Aplica,5,14,1,18-29,Internet-voz,100
M,30,2,63749.0,N,No Aplica,6,4,1,30-39,Internet-voz,100
M,31,3,68850.0,N,No Aplica,10,29,1,30-39,Internet-voz,350
M,30,2,58565.0,S,No Aplica,8,24,1,30-39,Internet,250
H,49,3,56249.0,N,Errores en la Solicitud,4,11,0,40-49,Internet,100
H,64,1,63749.0,O,Financiero,5,10,0,60-69,Internet-voz,100
M,40,2,68850.0,N,No Aplica,8,24,1,40-49,Internet-voz,350
H,32,1,70549.0,O,No Aplica,6,27,1,30-39,Internet-voz,200
H,29,2,63749.0,S,Financiero,5,22,0,18-29,Internet-voz,100
H,29,1,61965.0,O,No Aplica,8,17,1,18-29,Internet-voz,250
H,31,2,61965.0,C,No Aplica,8,27,1,30-39,Internet-voz,250
H,30,3,69749.0,N,No Aplica,3,11,1,30-39,Internet,300
H,61,1,61965.0,N,No Aplica,10,29,1,60-69,Internet-voz,250
M,31,1,79049.0,C,No Aplica,5,23,1,30-39,Internet-voz,300
H,49,3,56249.0,S,Financiero,5,30,0,40-49,Internet,100
H,59,1,63749.0,O,No Aplica,4,16,1,50-59,Internet-voz,100
M,22,5,63749.0,N,No Aplica,6,1,1,18-29,Internet-voz,100
M,48,2,70549.0,S,No Aplica,5,28,1,40-49,Internet-voz,200
H,55,2,61965.0,O,No Aplica,11,6,1,50-59,Internet-voz,250
H,23,1,61965.0,O,No Aplica,8,12,1,18-29,Internet-voz,250
H,59,2,63749.0,S,No Aplica,6,14,1,50-59,Internet-voz,100
M,59,1,63749.0,O,Errores en la Solicitud,6,30,0,50-59,Internet-voz,100
M,54,1,61965.0,O,Tiempos y Procesos,9,19,0,50-59,Internet-voz,250
H,39,2,55120.0,S,No Aplica,1,27,1,30-39,Internet,250
M,35,3,58320.0,C,No Aplica,2,26,1,30-39,Internet-voz,250
H,43,3,63749.0,O,Tiempos y Procesos,2,7,0,40-49,Internet-voz,100
